ID: 73, Score: 2315
ID: 32, Score: 477
ID: 66, Score: 165
ID: 10, Score: 136
ID: 2, Score: 383
ID: 47, Score: 376
ID: 31, Score: 485
ID: 64, Score: 579
ID: 88, Score: 186
ID: 1, Score: 86
ID: 94, Score: 86
ID: 30, Score: 85
ID: 61, Score: 165
ID: 75, Score: 337
ID: 32, Score: 282
ID: 47, Score: 838
ID: 58, Score: 446
ID: 14, Score: 396
ID: 38, Score: 578
ID: 33, Score: 140
ID: 56, Score: 438
ID: 29, Score: 85
ID: 27, Score: 149
ID: 21, Score: 224
ID: 34, Score: 83
ID: 84, Score: 198
ID: 92, Score: 223
ID: 42, Score: 155
ID: 89, Score: 83
ID: 1, Score: 82
ID: 10, Score: 446
ID: 43, Score: 640
ID: 22, Score: 325
ID: 94, Score: 248
ID: 3, Score: 106
ID: 98, Score: 116
ID: 93, Score: 152
ID: 49, Score: 80
ID: 1, Score: 288
ID: 24, Score: 355
ID: 53, Score: 125
ID: 23, Score: 219
ID: 31, Score: 441
ID: 43, Score: 482
ID: 50, Score: 180
ID: 12, Score: 90
ID: 13, Score: 90
ID: 42, Score: 353
ID: 3, Score: 220
ID: 100, Score: 490
ID: 93, Score: 257
ID: 97, Score: 186
ID: 54, Score: 78
ID: 20, Score: 530
ID: 26, Score: 292
ID: 2, Score: 101
ID: 42, Score: 279
ID: 64, Score: 128
ID: 51, Score: 280
ID: 87, Score: 133
ID: 34, Score: 76
ID: 22, Score: 205
ID: 51, Score: 197
ID: 58, Score: 75
ID: 4, Score: 139
ID: 15, Score: 75
ID: 37, Score: 75
ID: 57, Score: 439
ID: 62, Score: 431
ID: 13, Score: 123
ID: 90, Score: 139
ID: 91, Score: 134
ID: 97, Score: 75
ID: 27, Score: 74
ID: 47, Score: 73
ID: 41, Score: 73
ID: 29, Score: 202
ID: 60, Score: 99
ID: 3, Score: 108
ID: 89, Score: 212
ID: 92, Score: 73
ID: 57, Score: 72
ID: 46, Score: 71
ID: 52, Score: 393
ID: 38, Score: 92
ID: 8, Score: 268
ID: 56, Score: 151
ID: 51, Score: 149
ID: 19, Score: 74
ID: 42, Score: 135
ID: 35, Score: 720
ID: 83, Score: 251
ID: 70, Score: 169
ID: 5, Score: 116
ID: 81, Score: 81
ID: 60, Score: 70
ID: 3, Score: 85
ID: 60, Score: 178
ID: 77, Score: 69
ID: 69, Score: 96
ID: 47, Score: 67
ID: 9, Score: 85
ID: 6, Score: 130
ID: 64, Score: 366
ID: 5, Score: 66
ID: 66, Score: 185
ID: 97, Score: 211
ID: 96, Score: 65
ID: 26, Score: 64
ID: 45, Score: 124
ID: 13, Score: 97
ID: 16, Score: 101
ID: 20, Score: 62
ID: 50, Score: 125
ID: 42, Score: 72
ID: 40, Score: 91
ID: 3, Score: 154
ID: 28, Score: 403
ID: 2, Score: 73
ID: 72, Score: 62
ID: 86, Score: 89
ID: 63, Score: 59
ID: 77, Score: 112
ID: 87, Score: 57
ID: 69, Score: 92
ID: 86, Score: 112
ID: 17, Score: 54
ID: 51, Score: 249
ID: 72, Score: 88
ID: 41, Score: 90
ID: 13, Score: 54
ID: 11, Score: 53
ID: 13, Score: 145
ID: 62, Score: 91
ID: 21, Score: 93
ID: 84, Score: 93
ID: 16, Score: 50
ID: 98, Score: 50
ID: 71, Score: 49
ID: 66, Score: 79
ID: 62, Score: 49
ID: 93, Score: 49
ID: 2, Score: 48
ID: 42, Score: 47
ID: 35, Score: 83
ID: 68, Score: 155
ID: 91, Score: 71
ID: 88, Score: 46
ID: 80, Score: 67
ID: 3, Score: 45
ID: 62, Score: 75
ID: 60, Score: 76
ID: 13, Score: 43
ID: 68, Score: 109
ID: 87, Score: 43
ID: 70, Score: 42
ID: 29, Score: 42
ID: 30, Score: 41
ID: 69, Score: 104
ID: 37, Score: 40
ID: 77, Score: 155
ID: 98, Score: 78
ID: 29, Score: 38
ID: 34, Score: 38
ID: 86, Score: 38
ID: 19, Score: 37
ID: 4, Score: 37
ID: 65, Score: 37
ID: 87, Score: 57
ID: 88, Score: 36
ID: 74, Score: 35
ID: 29, Score: 33
ID: 69, Score: 33
ID: 57, Score: 43
ID: 16, Score: 33
ID: 60, Score: 32
ID: 22, Score: 32
ID: 82, Score: 31
ID: 90, Score: 56
ID: 1, Score: 30
ID: 10, Score: 94
ID: 61, Score: 30
ID: 57, Score: 29
ID: 19, Score: 28
ID: 14, Score: 28
ID: 6, Score: 28
ID: 36, Score: 27
ID: 4, Score: 26
ID: 10, Score: 26
ID: 22, Score: 68
ID: 86, Score: 69
ID: 98, Score: 27
ID: 15, Score: 25
ID: 60, Score: 23
ID: 21, Score: 22
ID: 30, Score: 21
ID: 63, Score: 21
ID: 58, Score: 20
ID: 22, Score: 19
ID: 21, Score: 34
ID: 91, Score: 18
ID: 79, Score: 17
ID: 45, Score: 16
ID: 74, Score: 15
ID: 87, Score: 15
ID: 88, Score: 15
ID: 92, Score: 14
ID: 12, Score: 13
ID: 43, Score: 13
ID: 32, Score: 12
ID: 75, Score: 11
ID: 58, Score: 10
ID: 83, Score: 9
ID: 75, Score: 8
ID: 83, Score: 8
ID: 61, Score: 7
ID: 84, Score: 7
ID: 21, Score: 4
ID: 41, Score: 4
ID: 60, Score: 3
ID: 35, Score: 3
ID: 55, Score: 3
ID: 5, Score: -1
ID: 15, Score: -1
ID: 28, Score: -1
ID: 54, Score: -1
